business_activities,cuisine_name,license_no,licensing_agency,number_of_employees,latitude,longitude
General Trading,Not Applicable,1236518,Department of Economic Development- Dubai,4,25.12228419397912,55.21625518798828
Food & Beverages Trading (Sub-activity of Trading),Not Applicable,1052342,Department of Economic Development- Dubai,1,,
Restaurant,Indian cuisine,176899,Department of Economic Development- Dubai,3,24.97681396967684,55.07149350137979
Restaurant,Pakistani cuisine,991789,Department of Economic Development- Dubai,11,25.02971789258952,55.12933195810549
Restaurant,Arabic cuisine,1363685,Department of Economic Development- Dubai,11,,
Restaurant,Chinese cuisine,184454,Department of Economic Development- Dubai,5,25.06989881258124,55.14416847378016
Food & Beverages Trading (Sub-activity of Trading),Not Applicable,943510,Department of Economic Development- Dubai,1,24.99601574209401,55.118751525878906
Catering Services,International cuisine,1298118,Department of Economic Development- Dubai,12,25.1504874,55.2287871
Restaurant,Pakistani cuisine,646076,Department of Economic Development- Dubai,2,25.04922183061917,55.13287118690346
Restaurant,Indian cuisine,598083,Department of Economic Development- Dubai,0,25.261722855144185,55.29343105852604
Dates Trading,Not Applicable,577362,Department of Economic Development- Dubai,11,25.14328400317424,55.20626060670804
Grocery Store,Others,218624,Department of Economic Development- Dubai,1,25.274395790396163,55.32251157
Grocery Store,Not Applicable,607986,Department of Economic Development- Dubai,0,25.204929,55.27084
Supermarket,Not Applicable,1013642,Department of Economic Development- Dubai,31,25.23818276,55.30297562174777
Restaurant,Indian cuisine,1059793,Department of Economic Development- Dubai,6,25.232929676556942,55.27757149189711
Restaurant,Indian cuisine,1316091,Department of Economic Development- Dubai,38,25.10825168522124,55.18357365608979
Fresh & Chilled & Frozen Meat Trading,Not Applicable,883617,Department of Economic Development- Dubai,0,25.17279690434566,55.400971986624135
Cafeteria,Philippines Cuisine,820363,Department of Economic Development- Dubai,0,25.2300911,55.2754028
Grocery Store,Not Applicable,1016845,Department of Economic Development- Dubai,1,25.2777098,55.3116522
Supermarket,Not Applicable,1000556,Department of Economic Development- Dubai,0,25.21368137679727,55.41778112424842
Grocery Store,,518090,Department of Economic Development- Dubai,0,25.204929,55.27084
Restaurant,Arabic cuisine,1039465,Department of Economic Development- Dubai,23,25.202223066031618,55.250887870788574
Restaurant,Indian cuisine,697598,Department of Economic Development- Dubai,12,25.13146040578317,55.23712234071195
Restaurant,Indian cuisine,571030,Department of Economic Development- Dubai,30,25.16766621471268,55.24931643158197
Coffee Shop,International cuisine,912094,Department of Economic Development- Dubai,1,24.9369666,55.478916
Restaurant,,530734,Department of Economic Development- Dubai,0,25.169213770265387,55.24201475096265
Restaurant,International cuisine,711162,Department of Economic Development- Dubai,6,25.2336749,55.3570685
Restaurant,Not Applicable,681709,Department of Economic Development- Dubai,4,25.204929,55.27084
Restaurant,Japanese Cuisine,680424,Department of Economic Development- Dubai,14,25.19477408791807,55.27639819830324
Malls/SME/Intaleq,American Cuisine,1304637,Department of Economic Development- Dubai,30,25.080774455868088,55.136911265857705
Restaurant,Arabic cuisine,957195,Department of Economic Development- Dubai,4,,
Grocery Store,Others,641466,Department of Economic Development- Dubai,1,25.204929,55.27084
Grocery Store,,202432,Department of Economic Development- Dubai,0,25.2710698,55.3015383
Grocery Store,Not Applicable,621344,Department of Economic Development- Dubai,2,25.28863426568552,55.32697945833206
Cafeteria,Indian cuisine,510824,Department of Economic Development- Dubai,0,25.2714259,55.3057237
Restaurant,Pakistani cuisine,579482,Department of Economic Development- Dubai,21,25.27318019357582,55.30444785513645
Restaurant,Italian Cuisine,631335,Department of Economic Development- Dubai,20,25.048657208811026,55.129264846155934
Grocery Store,Not Applicable,891179,Department of Economic Development- Dubai,0,,
Restaurant,Not Applicable,715350,Department of Economic Development- Dubai,0,25.204929,55.27084
Grocery Store,Not Applicable,240273,Department of Economic Development- Dubai,0,25.204929,55.27084
Restaurant,Indian cuisine,106265,Department of Economic Development- Dubai,2,25.270092008598454,55.30666507478202
Restaurant,Pakistani cuisine,679076,Department of Economic Development- Dubai,21,24.99510132716383,55.11076158958576
Restaurant,Arabic cuisine,1053146,Department of Economic Development- Dubai,9,25.218453030694644,55.40834426879883
Ice Cream Shop,Not Applicable,759305,Department of Economic Development- Dubai,0,25.251643442590968,55.33312825372013
Food & Beverages Trading (Sub-activity of Food Service),Not Applicable,740182,Department of Economic Development- Dubai,8,25.2321474,55.2665368
Supermarket,Not Applicable,669843,Department of Economic Development- Dubai,12,25.008578434128005,55.10658502578735
Restaurant,Italian Cuisine,1002674,Department of Economic Development- Dubai,66,,
Restaurant,Pakistani cuisine,749861,Department of Economic Development- Dubai,0,25.204929,55.27084
Supermarket,Not Applicable,509779,Department of Economic Development- Dubai,1,25.204929,55.27084
Frozen Fish & Sea Food Trading,Others,752652,Department of Economic Development- Dubai,19,25.162075207566687,55.399892299079966
Hotel Apartments,International cuisine,605111,Department of Economic Development- Dubai,0,25.2655586,55.3198897
Coffee Shop,Others,800683,Department of Economic Development- Dubai,16,25.08849186050908,55.147979185998565
General Trading,Not Applicable,244083,Department of Economic Development- Dubai,0,25.2691387,55.2972885
Restaurant,Chinese cuisine,1108873,Department of Economic Development- Dubai,10,25.23879566991197,55.43958664
Restaurant,Turkish cuisine,1302508,Department of Economic Development- Dubai,16,25.26012952687131,55.19525199414056
Dry Food Trading,Not Applicable,201283,Department of Economic Development- Dubai,0,25.204929,55.27084
Potato Chips Manufacturing,Not Applicable,730644,Department of Economic Development- Dubai,0,24.874107934048137,55.07084012009727
Cafeteria,Arabic cuisine,1104222,Department of Economic Development- Dubai,9,25.188165702212867,55.42739868164063
Coffee Shop,Others,103184,Department of Economic Development- Dubai,1,25.204929,55.27084
Restaurant,Indian cuisine,597463,Department of Economic Development- Dubai,77,25.24795287125817,55.30880615115166
Cafeteria,Indian cuisine,822975,Department of Economic Development- Dubai,8,25.27463466855105,55.30671407433012
Restaurant,Not Applicable,857500,Department of Economic Development- Dubai,144,,
Nursery,Not Applicable,102667,Department of Economic Development- Dubai,1,25.21255151059508,55.26849587
Restaurant,Indian cuisine,128278,Department of Economic Development- Dubai,10,25.26000549740504,55.28821296141814
Vegetable and Fruit Trading,,206913,Department of Economic Development- Dubai,15,25.2883585,55.363971500000005
Vegetable and Fruit Trading,Not Applicable,208753,Department of Economic Development- Dubai,5,25.173733475557363,55.39093289115668
Seafood Trading,Not Applicable,766495,Department of Economic Development- Dubai,3,25.159604424911848,55.40405449421689
Restaurant,Indian cuisine,11462896,Department of Economic Development- Dubai,27,25.2352624,55.3033014
Restaurant,Not Applicable,1454381,Department of Economic Development- Dubai,21,25.26012952687131,55.19525199414056
Cafeteria,Not Applicable,761769,Department of Economic Development- Dubai,1,25.261427911689893,55.29076663994204
Cafeteria,American Cuisine,873534,Department of Economic Development- Dubai,4,25.2343074,55.4740996
School,Not Applicable,1057231,Department of Economic Development- Dubai,5,24.99786206189081,55.15504986047745
Catering Services,Pakistani cuisine,888943,Department of Economic Development- Dubai,7,25.12320218551298,55.21316896552181
Restaurant,Indian cuisine,778451,Department of Economic Development- Dubai,18,25.2487111,55.3048434
Supermarket,International cuisine,1134816,Department of Economic Development- Dubai,24,25.10557907961732,55.24368754761352
Bakery Products Manufacturing,Not Applicable,581257,Department of Economic Development- Dubai,23,25.17117924118835,55.24314551831048
Malls/SME/Intaleq,Turkish cuisine,825679,Department of Economic Development- Dubai,2,25.26012952687131,55.19525199414056
Supermarket,Not Applicable,739122,Department of Economic Development- Dubai,11,25.204849,55.270783
Restaurant,Arabic cuisine,941457,Department of Economic Development- Dubai,14,25.09687483993762,55.17310767651368
Cafeteria,Indian cuisine,608696,Department of Economic Development- Dubai,8,25.244488308302763,55.29870193699208
Restaurant,Indian cuisine,675223,Department of Economic Development- Dubai,38,,
Coffee Shop,American Cuisine,603075,Department of Economic Development- Dubai,10,25.095615428403367,55.16719066597477
Supermarket,Not Applicable,781464,Department of Economic Development- Dubai,32,25.09523305,55.38297477700949
Cafeteria,Arabic cuisine,692275,Department of Economic Development- Dubai,6,25.1912836,55.406709
Cafeteria,International cuisine,1140850,Department of Economic Development- Dubai,26,24.97942188954224,55.03827392468954
Meat Products Manufacturing,Not Applicable,820957,Department of Economic Development- Dubai,13,24.97012768864092,55.19701408557396
Nursery,Not Applicable,513212,Department of Economic Development- Dubai,20,25.24547228279456,55.34594535827637
Supermarket,Others,809477,Department of Economic Development- Dubai,0,25.2487629,55.4800162
Dry Food Manufacturing,Not Applicable,1037850,Department of Economic Development- Dubai,1,25.181330596649826,55.325775146484375
Coffee Shop,Not Applicable,813421,Department of Economic Development- Dubai,4,25.2671859,55.2954524
Cafeteria,Not Applicable,707984,Department of Economic Development- Dubai,1,25.18593205785784,55.28010657937273
General Trading,Not Applicable,822731,Department of Economic Development- Dubai,0,25.269334086468053,55.29348601469724
Restaurant,International cuisine,532114,Department of Economic Development- Dubai,20,25.27182737,55.30749721227197
Pastry & Sweets Manufacturing (Retail and Food Service),Indian cuisine,549447,Department of Economic Development- Dubai,8,25.25124098968132,55.30437025431206
Restaurant,Indian cuisine,513097,Department of Economic Development- Dubai,1,25.204929,55.27084
Restaurant,American Cuisine,623016,Department of Economic Development- Dubai,1,25.16968457289727,55.24241096345747
General Trading,Not Applicable,664639,Department of Economic Development- Dubai,1,25.11751898508368,55.20470090648166
Restaurant,Chinese cuisine,1336480,Department of Economic Development- Dubai,29,25.2639023,55.3247708
Food & Beverages Trading (Sub-activity of Trading),Not Applicable,779676,Department of Economic Development- Dubai,1,25.2726711,55.3124796
Coffee Shop,Not Applicable,870081,Department of Economic Development- Dubai,14,25.28640388125357,55.39124265169514
Cafeteria,Not Applicable,847158,Department of Economic Development- Dubai,0,25.1082211,55.2148844
Fish & Marine Animals Trading,Not Applicable,128433,Department of Economic Development- Dubai,0,25.204929,55.27084
Restaurant,International cuisine,1133716,Department of Economic Development- Dubai,5,25.22839184448254,55.25848388671875
Gas Station,Not Applicable,1152664,Department of Economic Development- Dubai,4,25.16589831721901,55.477230437099934
Fish & Marine Animals Trading,Not Applicable,539461,Department of Economic Development- Dubai,0,,
Restaurant,French Cuisine,783513,Department of Economic Development- Dubai,0,25.11480321565252,55.191489145945525
Coffee Shop,International cuisine,987427,Department of Economic Development- Dubai,1,,
Cafeteria,Indian cuisine,105286,Department of Economic Development- Dubai,3,,
Restaurant,Indian cuisine,767721,Department of Economic Development- Dubai,13,25.296224228342385,55.38634779404322
General Trading,Not Applicable,702033,Department of Economic Development- Dubai,1,25.23030586,55.37439328685309
Restaurant,Thai Cuisine,802250,Department of Economic Development- Dubai,72,25.04701452,55.20648926496506
General Trading,International cuisine,803634,Department of Economic Development- Dubai,15,,
Restaurant,Not Applicable,970271,Department of Economic Development- Dubai,29,25.197175028180617,55.279598236083984
